datetime,open,high,low,close,volume
2025-12-01 09:37:00,44982.79074526232,44992.07816273827,44970.65222077736,44979.93963825331,2127
2025-12-01 09:38:00,44972.65440510343,44981.234703046815,44962.5283601802,44971.10865812359,501
2025-12-01 09:39:00,44965.1918708271,44974.79027013343,44953.50967391669,44963.108073223026,2485
2025-12-01 09:40:00,44967.48440593031,44976.49987283766,44959.6786498632,44968.69411677055,846
2025-12-01 09:41:00,44958.51938826357,44965.42670983106,44951.55199791403,44958.45931948152,862
2025-12-01 09:42:00,44963.611132329694,44969.796722646526,44958.26518803937,44964.4507783562,2483
2025-12-01 09:43:00,44955.29746744496,44967.93797128194,44945.83563957812,44958.47614341511,1959
2025-12-01 09:44:00,44955.31404900606,44964.24256012207,44943.13224120537,44952.06075232138,2450
2025-12-01 09:45:00,44950.536603112996,44952.89835247384,44945.99256775483,44948.35431711568,455
2025-12-01 09:46:00,44968.142112059344,44970.35304785532,44963.67971061908,44965.89064641506,797
2025-12-01 09:47:00,44962.72716104747,44971.44720473108,44957.71545411245,44966.435497796054,861
2025-12-01 09:48:00,44954.9651857082,44967.20908082046,44946.480759061946,44958.724654174206,434
2025-12-01 09:49:00,44960.985300276814,44975.18723924639,44951.0870912423,44965.289030211876,1568
2025-12-01 09:50:00,44949.753704097355,44956.117552349824,44946.55036896853,44952.914217221,969
2025-12-01 09:51:00,44958.29354507006,44965.04659079288,44948.736436723215,44955.489482446035,412
2025-12-01 09:52:00,44936.603807748594,44946.73141407143,44931.55668089555,44941.684287218384,662
2025-12-01 09:53:00,44926.828711001195,44937.614020077956,44917.069395818675,44927.854704895435,482
2025-12-01 09:54:00,44932.66774472283,44941.404696107915,44922.058712695056,44930.79566408014,1686
2025-12-01 09:55:00,44932.43773025235,44943.99681242455,44923.73110061466,44935.29018278686,1630
2025-12-01 09:56:00,44938.82759373432,44944.57713901268,44930.46344908845,44936.21299436681,287
2025-12-01 09:57:00,44933.56365564596,44941.80503059192,44928.24509962725,44936.48647457321,1267
2025-12-01 09:58:00,44936.47426424498,44940.661520820424,44928.4185312938,44932.605787869245,660
2025-12-01 09:59:00,44917.812943474906,44924.341870876655,44915.3619395017,44921.89086690345,1924
2025-12-01 10:00:00,44912.88700634932,44923.2418144628,44903.96922733928,44914.32403545276,1576
2025-12-01 10:01:00,44911.61899054423,44920.83205431282,44903.11578247119,44912.32884623978,714
2025-12-01 10:02:00,44923.10945820424,44933.10719959053,44912.06485202484,44922.06259341113,902
2025-12-01 10:03:00,44923.85284263917,44933.825937335765,44912.76413737144,44922.73723206804,1853
2025-12-01 10:04:00,44909.139007751764,44916.27247504743,44902.69555410694,44909.829021402606,2266
2025-12-01 10:05:00,44915.09519806763,44923.247097389074,44904.529895518506,44912.68179483995,222
2025-12-01 10:06:00,44913.63293048624,44923.1910563253,44900.66939535396,44910.22752119302,1253
2025-12-01 10:07:00,44905.251589975756,44914.04876910117,44894.8427365989,44903.639915724314,2030
2025-12-01 10:08:00,44907.55477671145,44914.951003215334,44903.5759918975,44910.97221840139,2355
2025-12-01 10:09:00,44916.2121958296,44921.81654891208,44907.24229109223,44912.846644174715,1504
2025-12-01 10:10:00,44921.921828091035,44933.407503866096,44918.88855276982,44930.37422854488,1334
2025-12-01 10:11:00,44917.986617509276,44927.61902572735,44906.41030691862,44916.04271513669,2383
2025-12-01 10:12:00,44912.052097686006,44922.96746078028,44905.202700610396,44916.11806370467,561
2025-12-01 10:13:00,44919.06511841981,44922.89426086383,44912.255312844754,44916.08445528878,2376
2025-12-01 10:14:00,44929.77690021745,44937.15050569269,44919.68068296994,44927.054288445186,2099
2025-12-01 10:15:00,44923.367541382984,44930.312567306646,44915.54047060493,44922.48549652859,1484
2025-12-01 10:16:00,44919.5087909697,44924.374092713966,44914.28035759114,44919.1456593354,714
2025-12-01 10:17:00,44912.65028144331,44916.65104204646,44909.74182070571,44913.74258130886,648
2025-12-01 10:18:00,44905.26782051573,44912.64040608047,44894.32624630145,44901.69883186619,2123
2025-12-01 10:19:00,44911.66794947507,44917.8304110823,44903.45893047344,44909.62139208067,1706
2025-12-01 10:20:00,44917.369364649996,44925.72110795662,44909.19081751611,44917.54256082273,1447
2025-12-01 10:21:00,44919.82139223964,44925.98270024853,44912.57771618044,44918.73902418934,2055
2025-12-01 10:22:00,44926.512859663475,44939.653329180524,44917.695407660925,44930.835877177975,1073
2025-12-01 10:23:00,44931.33533733982,44938.06333661242,44924.92008262962,44931.64808190222,1628
2025-12-01 10:24:00,44925.32842071479,44931.81592448707,44918.68893054577,44925.176434318055,2478
2025-12-01 10:25:00,44922.71291483226,44935.56774481727,44913.69968601099,44926.554515996,1954
2025-12-01 10:26:00,44939.06062401036,44945.1195101844,44933.83276108066,44939.8916472547,1122
2025-12-01 10:27:00,44939.86715859586,44942.93928042347,44936.793052022804,44939.86517385041,2359
2025-12-01 10:28:00,44949.11846118227,44955.115909396925,44946.88819977176,44952.88564798642,1236
2025-12-01 10:29:00,44932.191274303594,44940.23237234898,44920.83481122212,44928.87590926751,1616
2025-12-01 10:30:00,44934.556419835404,44945.90374265158,44927.593943424574,44938.94126624075,2481
2025-12-01 10:31:00,44936.70394876994,44944.33658691473,44928.48900252338,44936.12164066818,513
2025-12-01 10:32:00,44938.59139190044,44942.87473305767,44934.887678608364,44939.1710197656,2456
2025-12-01 10:33:00,44934.875298695595,44938.19056943319,44931.7843268909,44935.09959762849,2197
2025-12-01 10:34:00,44921.89023687492,44924.00659420026,44919.21920227053,44921.33555959587,1237
2025-12-01 10:35:00,44915.477780418,44925.79991347082,44910.67307994755,44920.99521300037,1856
2025-12-01 10:36:00,44926.00445773944,44932.72379923427,44914.617726844146,44921.33706833898,1978
2025-12-01 10:37:00,44933.05587350687,44939.48413318284,44927.91792114607,44934.346180822045,1214
2025-12-01 10:38:00,44929.70946065155,44937.888981512224,44924.20966127537,44932.38918213604,1293
2025-12-01 10:39:00,44923.408943807604,44933.41294574625,44914.17567425165,44924.179676190295,1324
2025-12-01 10:40:00,44920.251947594494,44925.03799133068,44914.961871388994,44919.74791512518,897
2025-12-01 10:41:00,44923.321670841484,44929.43358675476,44916.87854410453,44922.99046001781,2379
2025-12-01 10:42:00,44928.97936674306,44937.24859084499,44918.85337107732,44927.12259517925,1604
2025-12-01 10:43:00,44923.43442040303,44932.01814056846,44918.26207814446,44926.84579830989,1355
2025-12-01 10:44:00,44925.47898306734,44936.974691732,44918.50228946552,44929.99799813018,1243
2025-12-01 10:45:00,44931.60896231454,44940.50787198451,44922.17874079188,44931.077650461855,2129
2025-12-01 10:46:00,44936.67953187135,44948.25083669224,44927.083366882085,44938.65467170298,1213
2025-12-01 10:47:00,44932.25249393876,44937.52355399171,44929.075906091326,44934.34696614428,426
2025-12-01 10:48:00,44929.505846752196,44938.918547753485,44919.21065506354,44928.62335606483,2028
2025-12-01 10:49:00,44925.33958614494,44932.187220951906,44919.4026558003,44926.25029060727,1692
2025-12-01 10:50:00,44918.25122581189,44922.31718091828,44908.17786733197,44912.243822438366,1021
2025-12-01 10:51:00,44916.57560401589,44922.2486900658,44908.441002104366,44914.114088154274,2223
2025-12-01 10:52:00,44915.64267086323,44925.482931465514,44905.630833465126,44915.47109406741,1070
2025-12-01 10:53:00,44917.99872043136,44923.9396651833,44911.08821140179,44917.02915615373,2449
2025-12-01 10:54:00,44917.92226132495,44924.657922598,44913.29224844265,44920.0279097157,2285
2025-12-01 10:55:00,44906.66501036706,44913.73221720159,44895.42715917816,44902.49436601269,1995
2025-12-01 10:56:00,44900.05909569568,44905.54875054527,44896.137930745455,44901.627585595044,387
2025-12-01 10:57:00,44901.351906448675,44903.95881307354,44894.29974416183,44896.906650786696,1280
2025-12-01 10:58:00,44889.54898942247,44894.90381312949,44886.51795164718,44891.872775354204,1140
2025-12-01 10:59:00,44894.07270799211,44897.09707470377,44889.099458459925,44892.123825171584,725
2025-12-01 11:00:00,44892.37814866313,44896.83183424309,44889.16292711503,44893.61661269499,535
2025-12-01 11:01:00,44909.65384121307,44915.39627876231,44906.543223831875,44912.28566138112,1278
2025-12-01 11:02:00,44913.63209150979,44921.69790835386,44906.505093551365,44914.570910395436,361
2025-12-01 11:03:00,44913.80256861729,44917.25760929249,44905.61012514821,44909.065165823406,793
2025-12-01 11:04:00,44914.60118698882,44919.366525255406,44906.8364670261,44911.60180529269,2138
2025-12-01 11:05:00,44898.85494415042,44908.02925142967,44888.5615971963,44897.73590447554,2406
2025-12-01 11:06:00,44899.97804645421,44905.76973957632,44893.86605015733,44899.65774327944,259
2025-12-01 11:07:00,44900.011770608755,44907.352232516925,44889.63840044846,44896.97886235663,2101
2025-12-01 11:08:00,44916.68579918974,44920.931975985935,44913.30724022013,44917.55341701632,2458
2025-12-01 11:09:00,44917.32028335615,44920.85859550662,44910.20259948799,44913.74091163846,605
2025-12-01 11:10:00,44915.41367510384,44917.74062403397,44913.07423819258,44915.40118712271,863
2025-12-01 11:11:00,44918.07327485492,44924.43133455334,44914.72179435034,44921.07985404876,1332
2025-12-01 11:12:00,44910.47662983791,44914.70535255017,44900.96279790859,44905.19152062085,1299
2025-12-01 11:13:00,44918.24993819325,44926.055564775816,44914.83385431903,44922.6394809016,741
2025-12-01 11:14:00,44924.89098660928,44928.15763021507,44922.181366339224,44925.448009945016,1537
2025-12-01 11:15:00,44929.89941797067,44934.650995842436,44926.93433100187,44931.68590887363,1197
2025-12-01 11:16:00,44925.30900195931,44930.99523210357,44918.51557027497,44924.20180041923,1340
2025-12-01 11:17:00,44934.11238602431,44937.76305577155,44930.11717644848,44933.767846195726,1067
2025-12-01 11:18:00,44922.12750870458,44928.756737017175,44917.21334981619,44923.84257812879,2266
2025-12-01 11:19:00,44929.526300644924,44935.55363881176,44921.34813427738,44927.37547244422,631
2025-12-01 11:20:00,44942.466590981545,44953.90621600819,44934.94343235251,44946.38305737916,939
2025-12-01 11:21:00,44938.35468691226,44940.66918403099,44934.97075005268,44937.28524717141,1573
2025-12-01 11:22:00,44930.737268639954,44939.31682521348,44922.34198544868,44930.9215420222,382
2025-12-01 11:23:00,44936.17530296758,44943.19850608351,44924.85510096065,44931.87830407658,2360
2025-12-01 11:24:00,44929.06958956968,44931.723661825265,44924.96902707,44927.62309932559,1406
2025-12-01 11:25:00,44917.45630606928,44928.11676708437,44908.46767707643,44919.12813809152,1369
2025-12-01 11:26:00,44918.55998121938,44927.92696042364,44907.13296799692,44916.49994720118,1030
2025-12-01 11:27:00,44905.37704152366,44907.900828072954,44902.88841784482,44905.41220439412,1851
2025-12-01 11:28:00,44911.72398047825,44918.03384867824,44907.508959293074,44913.818827493065,1336
2025-12-01 11:29:00,44907.75684810607,44917.14840165102,44899.30723786773,44908.69879141268,675
2025-12-01 11:30:00,44919.80476157598,44927.79083909905,44911.62932038293,44919.615397905996,1526
2025-12-01 11:31:00,44912.36926959974,44915.845437754586,44907.120389903655,44910.5965580585,1170
2025-12-01 11:32:00,44906.52778591645,44910.202580503144,44902.37829504142,44906.05308962811,1219
2025-12-01 11:33:00,44916.905857719976,44921.86963454231,44910.502537769215,44915.46631459155,1341
2025-12-01 11:34:00,44907.314735447195,44913.19091932872,44899.693304629065,44905.56948851059,2036
2025-12-01 11:35:00,44907.801650169866,44914.74768834211,44898.82317835074,44905.76921652299,360
2025-12-01 11:36:00,44920.61109967906,44925.56240879562,44914.3155232658,44919.26683238236,397
2025-12-01 11:37:00,44903.93802832113,44914.698422632115,44898.23775059207,44908.99814490305,1483
2025-12-01 11:38:00,44905.76224761464,44915.206295709635,44897.78248010957,44907.22652820456,859
2025-12-01 11:39:00,44903.89180196547,44911.47544316076,44901.598336342344,44909.181977537635,1975
2025-12-01 11:40:00,44916.95526311815,44920.9747586729,44909.221656445436,44913.241152000184,1270
2025-12-01 11:41:00,44905.84772633777,44915.72162850403,44898.1409296507,44908.01483181695,2210
2025-12-01 11:42:00,44891.29270885589,44903.667715874035,44882.13105415439,44894.506061172535,598
2025-12-01 11:43:00,44895.3146840311,44903.76737505763,44889.221264494176,44897.6739555207,1933
2025-12-01 11:44:00,44899.46249816221,44907.592044086385,44893.205590280086,44901.33513620426,1782
2025-12-01 11:45:00,44904.79901810368,44907.6563941944,44901.298248795494,44904.15562488621,2325
2025-12-01 11:46:00,44905.38256691952,44911.84101764757,44899.803267984935,44906.26171871299,2371
2025-12-01 11:47:00,44898.93351628975,44909.216335046054,44892.672578158104,44902.95539691441,274
2025-12-01 11:48:00,44900.38888791419,44907.10882683453,44896.44912388511,44903.16906280545,2384
2025-12-01 11:49:00,44902.64387557109,44908.33176171258,44898.489929723495,44904.17781586498,801
2025-12-01 11:50:00,44895.163531540325,44904.851545880025,44890.14525823549,44899.83327257519,1036
2025-12-01 11:51:00,44911.5422925684,44917.11692801617,44909.38172298618,44914.95635843395,1728
2025-12-01 11:52:00,44915.60659143963,44920.183224764296,44910.578362435794,44915.15499576046,699
2025-12-01 11:53:00,44909.58256609429,44914.20774313387,44905.89098203831,44910.516159077895,1796
2025-12-01 11:54:00,44913.13830238415,44917.75828120157,44908.2479616343,44912.86794045172,337
2025-12-01 11:55:00,44904.02112544259,44908.07974573617,44901.06302838803,44905.12164868161,2297
2025-12-01 11:56:00,44916.58841746937,44925.71263571529,44904.34750568679,44913.47172393271,1994
2025-12-01 11:57:00,44919.90994276353,44929.480806667576,44913.161203135096,44922.73206703914,1172
2025-12-01 11:58:00,44917.006483872574,44924.43930242573,44905.83779613292,44913.27061468607,1842
2025-12-01 11:59:00,44925.62150419334,44933.9348741022,44915.6717204052,44923.985090314054,2085
2025-12-01 12:00:00,44922.54161381794,44930.54817578171,44916.55407622651,44924.560638190276,2228
2025-12-01 12:01:00,44932.405941701356,44938.592524171305,44929.710579396655,44935.897161866604,2100
2025-12-01 12:02:00,44946.39729233262,44952.69414466717,44939.47911933736,44945.77597167191,1649
2025-12-01 12:03:00,44944.2714059133,44952.642938574,44937.57667696913,44945.94820962983,746
2025-12-01 12:04:00,44940.55011902517,44948.51363481864,44929.91181432427,44937.87533011774,1121
2025-12-01 12:05:00,44931.07750896171,44942.22191758266,44925.62423259187,44936.768641212824,780
2025-12-01 12:06:00,44924.80482958218,44927.825472004544,44920.30048336429,44923.32112578666,1572
2025-12-01 12:07:00,44924.843724208265,44930.49888674041,44920.57351696188,44926.22867949402,2156
2025-12-01 12:08:00,44927.16237126129,44932.06702963248,44921.5346905979,44926.43934896909,2203
2025-12-01 12:09:00,44927.775555778666,44936.581818840445,44920.608217848014,44929.41448090979,2296
2025-12-01 12:10:00,44938.33197519468,44944.89820163203,44931.08101141512,44937.64723785247,903
2025-12-01 12:11:00,44938.94123919702,44944.14212000244,44934.09246538983,44939.293346195256,1825
2025-12-01 12:12:00,44949.15968711633,44961.6113650522,44939.267565125985,44951.71924306186,837
2025-12-01 12:13:00,44945.60208996931,44952.44828852417,44936.43510079644,44943.2812993513,1209
2025-12-01 12:14:00,44966.70612713141,44972.54986538669,44962.80831279752,44968.6520510528,840
2025-12-01 12:15:00,44971.71464726034,44978.855134373924,44968.90038747938,44976.04087459296,2061
2025-12-01 12:16:00,44970.979379664925,44974.2022527784,44959.67113194386,44962.89400505734,1405
2025-12-01 12:17:00,44959.57316355351,44963.54082538059,44954.35859211141,44958.32625393849,885
2025-12-01 12:18:00,44959.87704611515,44964.83854966356,44956.59159512907,44961.55309867748,2051
2025-12-01 12:19:00,44960.09895964459,44964.09118381088,44956.60642345218,44960.59864761847,387
2025-12-01 12:20:00,44964.75649789225,44969.037259241806,44959.656198542245,44963.9369598918,1819
2025-12-01 12:21:00,44970.43506969135,44973.82205845371,44963.00924252025,44966.39623128261,1887
2025-12-01 12:22:00,44969.77183584336,44978.94595924037,44955.68450139042,44964.85862478743,1184
2025-12-01 12:23:00,44964.077707201046,44966.71957716634,44961.22138583486,44963.863255800155,747
2025-12-01 12:24:00,44948.09059717842,44958.195899485276,44941.894506061864,44951.99980836872,1631
2025-12-01 12:25:00,44946.42906107649,44952.108135793125,44941.14588646057,44946.824961177204,1075
2025-12-01 12:26:00,44949.573686863885,44961.86151306969,44939.71465792861,44952.00248413442,817
2025-12-01 12:27:00,44952.26885018599,44955.16516140333,44948.64112778257,44951.53743899991,1565
2025-12-01 12:28:00,44946.58582223026,44951.76866702263,44940.761466689786,44945.944311482155,1443
2025-12-01 12:29:00,44944.30170038115,44954.05746384735,44934.24574593209,44944.00150939829,1102
2025-12-01 12:30:00,44947.60378940569,44956.78706675942,44938.679732398545,44947.86300975227,362
2025-12-01 12:31:00,44942.19819136307,44950.73476793067,44932.50504278545,44941.04161935305,2174
2025-12-01 12:32:00,44944.83407042143,44948.897293037786,44938.98625529199,44943.049477908346,469
2025-12-01 12:33:00,44941.78856451564,44945.75923791201,44938.42146381652,44942.39213721289,831
2025-12-01 12:34:00,44927.80483806714,44942.182519026035,44920.45569230775,44934.83337326664,1105
2025-12-01 12:35:00,44935.88830812317,44945.82012591946,44926.453300210145,44936.38511800644,2214
2025-12-01 12:36:00,44944.5262869743,44950.98039011841,44937.06367380396,44943.51777694807,1841
2025-12-01 12:37:00,44951.465710865836,44959.414468107534,44944.89280935008,44952.84156659178,404
2025-12-01 12:38:00,44961.85760678765,44966.097439536934,44955.18710978285,44959.42694253213,781
2025-12-01 12:39:00,44945.924869952156,44957.26969837272,44937.76892648662,44949.11375490719,1779
2025-12-01 12:40:00,44937.40710938178,44948.417963804815,44933.910759393315,44944.921613816354,1040
2025-12-01 12:41:00,44945.731281160064,44950.3207150513,44937.87154364981,44942.46097754104,2036
2025-12-01 12:42:00,44949.39651713744,44954.800008646365,44941.04604395058,44946.449535459506,1451
2025-12-01 12:43:00,44953.64796179327,44960.48773198354,44947.5870787638,44954.42684895407,1919
2025-12-01 12:44:00,44985.724698363054,44991.6910686121,44981.78542050374,44987.75179075278,1842
2025-12-01 12:45:00,44989.26919901113,44992.18789360904,44984.986137441505,44987.90483203942,2497
2025-12-01 12:46:00,44998.32158947102,45007.848982308715,44991.43662913149,45000.96402196918,1074
2025-12-01 12:47:00,45006.572382420294,45010.881426846216,45001.02619140436,45005.33523583028,1664
2025-12-01 12:48:00,45011.35833166751,45018.00823743889,45002.341818067674,45008.991723839055,2443
2025-12-01 12:49:00,45009.54623630945,45012.78113803164,45002.61505794655,45005.84995966874,889
2025-12-01 12:50:00,45015.92013985952,45021.76926067436,45009.31280456489,45015.16192537973,2210
2025-12-01 12:51:00,45010.783874096145,45017.04458955656,44999.62986289768,45005.89057835809,1622
2025-12-01 12:52:00,45004.52756498993,45008.40308961985,45002.112976695345,45005.98850132527,2201
2025-12-01 12:53:00,45002.90416347193,45009.80280353343,44998.211329246384,45005.10996930788,871
2025-12-01 12:54:00,45001.857385635005,45005.05978900196,44998.782068219494,45001.98447158645,1371
2025-12-01 12:55:00,45019.448182931024,45026.25031961866,45016.94118316724,45023.743319854875,1695
2025-12-01 12:56:00,45004.79809872269,45014.717780581814,44993.82841052628,45003.7480923854,1143
2025-12-01 12:57:00,45012.65717192297,45017.23600268277,45006.020611925414,45010.59944268521,2446
2025-12-01 12:58:00,44999.6020390279,45008.08103459474,44987.472250299055,44995.951245865894,1649
2025-12-01 12:59:00,44995.79090305049,44999.8280282886,44991.098947265855,44995.13607250396,1095
2025-12-01 13:00:00,45003.25025647261,45012.71386190497,44995.79823469482,45005.26184012718,2389
2025-12-01 13:01:00,45004.22275342287,45012.44812097484,44996.140930543756,45004.36629809572,1536
2025-12-01 13:02:00,44997.22947108883,45004.81317574188,44990.46436116397,44998.04806581702,364
2025-12-01 13:03:00,44986.8927499037,44994.14578705014,44981.1201403953,44988.37317754174,2268
2025-12-01 13:04:00,44995.35760221134,45001.05373083504,44990.06287489816,44995.75900352186,1305
2025-12-01 13:05:00,44989.645297257,44994.43624338934,44983.61950018117,44988.410446313515,1953
2025-12-01 13:06:00,44992.70366221555,45002.13989536953,44982.48417369426,44991.92040684824,2138
2025-12-01 13:07:00,44988.86113157275,45001.214055751356,44980.216176310445,44992.569100489054,570
2025-12-01 13:08:00,44989.33909310681,44999.05930839215,44977.79340225041,44987.51361753575,2080
2025-12-01 13:09:00,45003.92763917924,45006.922016967124,44998.36481186603,45001.359189653915,1052
2025-12-01 13:10:00,45009.104891602314,45016.951831403945,44998.94529850372,45006.79223830535,583
2025-12-01 13:11:00,44991.567830301006,45001.07455395557,44981.45529074472,44990.96201439929,2131
2025-12-01 13:12:00,44994.93826904342,44998.38813357275,44989.93459830876,44993.38446283809,624
2025-12-01 13:13:00,44988.66384071624,44991.27427556302,44986.13187057731,44988.742305424086,2408
2025-12-01 13:14:00,44997.805363182255,45005.73432837657,44988.87461234344,44996.80357753776,828
2025-12-01 13:15:00,44986.16424489045,44993.94682089335,44979.568459985014,44987.35103598791,1094
2025-12-01 13:16:00,44988.48043351463,44997.2150637287,44976.192673045385,44984.92730325945,797
2025-12-01 13:17:00,44992.98626478345,44999.598905426115,44989.868085770446,44996.48072641311,792
2025-12-01 13:18:00,44998.722536851325,45007.0846753462,44988.47023710387,44996.83237559875,1887
2025-12-01 13:19:00,44988.68357873699,44994.77857638998,44985.07056017661,44991.1655578296,772
2025-12-01 13:20:00,44986.09098593894,44990.1886817943,44982.78173839602,44986.87943425138,2275
2025-12-01 13:21:00,44983.36661654633,44986.834075672654,44980.05249016288,44983.519949289206,2290
2025-12-01 13:22:00,44974.17078634504,44986.30420089718,44965.65418858319,44977.78760313533,1904
2025-12-01 13:23:00,44993.844367991376,45001.16594575695,44983.82307653978,44991.14465430535,376
2025-12-01 13:24:00,44994.19392802155,45002.26665972094,44988.0094046234,44996.08213632279,728
2025-12-01 13:25:00,44985.32272551699,44990.19336938998,44979.31930183676,44984.189945709746,1833
2025-12-01 13:26:00,44993.14422023227,45003.76022551967,44984.12661590577,44994.74262119317,1165
2025-12-01 13:27:00,45008.33565450017,45015.66370814669,45003.19609364079,45010.52414728731,1717
2025-12-01 13:28:00,45017.38491054521,45027.37897110154,45008.85211502944,45018.84617558577,397
2025-12-01 13:29:00,45001.42154715033,45009.990860780024,44995.90846788177,45004.477781511465,1052
2025-12-01 13:30:00,45003.08240226331,45008.09795769871,44996.12989013907,45001.14544557447,1737
2025-12-01 13:31:00,45013.913582242785,45019.615020528145,45003.6761803395,45009.37761862486,2269
2025-12-01 13:32:00,45002.69010141331,45009.79707939705,44998.27907842,45005.38605640374,1280
2025-12-01 13:33:00,45008.829658188966,45016.810533230375,44999.588617068235,45007.569492109644,297
2025-12-01 13:34:00,45013.37997761331,45024.48761652171,45007.35821449257,45018.465853400965,2103
2025-12-01 13:35:00,45008.068791954196,45012.38304578953,45004.21109039302,45008.52534422836,634
2025-12-01 13:36:00,45009.245342418115,45018.44193900431,44999.09246763256,45008.289064218756,836
2025-12-01 13:37:00,44983.99254882664,44989.063678597624,44976.496508202436,44981.56763797342,787
2025-12-01 13:38:00,44976.066536276296,44982.41495916521,44967.86956485263,44974.21798774155,543
2025-12-01 13:39:00,44974.42337233569,44985.983816845735,44965.17159544797,44976.73203995802,1517
2025-12-01 13:40:00,44961.37519367367,44968.369097640985,44954.22583469449,44961.2197386618,2179
2025-12-01 13:41:00,44972.585392404566,44976.51366791828,44969.6502080789,44973.57848359262,770
2025-12-01 13:42:00,44963.208998037735,44974.01622189307,44953.69034104883,44964.497564904166,810
2025-12-01 13:43:00,44961.184357749386,44968.20602217396,44947.844721053,44954.86638547757,1927
2025-12-01 13:44:00,44958.50922780122,44965.770905854144,44953.829982883966,44961.09166093689,2490
2025-12-01 13:45:00,44975.81420758249,44978.928384163795,44968.6363312877,44971.75050786901,2054
2025-12-01 13:46:00,44962.802813543676,44971.15501505784,44950.67020841992,44959.022409934085,1159
2025-12-01 13:47:00,44969.899212146534,44978.28844387145,44962.9386300991,44971.32786182402,2279
2025-12-01 13:48:00,44968.972467110725,44976.769876544255,44962.704778374915,44970.502187808444,731
2025-12-01 13:49:00,44961.20389960094,44970.35504026535,44949.78618328377,44958.93732394818,1377
2025-12-01 13:50:00,44966.38738198488,44974.69615967468,44956.6371328251,44964.94591051489,1291
2025-12-01 13:51:00,44967.3726419164,44970.586040954266,44958.84150567361,44962.05490471148,2101
2025-12-01 13:52:00,44964.93071761516,44969.42449415753,44959.122474190495,44963.61625073286,1083
2025-12-01 13:53:00,44962.90217712791,44968.142640739905,44958.91426400939,44964.15472762139,2461
2025-12-01 13:54:00,44961.516623630836,44969.46819397142,44950.96748588136,44958.919056221945,1878
2025-12-01 13:55:00,44961.35590900327,44964.76224367288,44959.08764952538,44962.49398419499,2460
2025-12-01 13:56:00,44967.25014288259,44973.809260361566,44957.58668944659,44964.14580692556,2326
2025-12-01 13:57:00,44978.93882582577,44987.038495311695,44969.36623515916,44977.46590464509,1949
2025-12-01 13:58:00,44970.91184578884,44979.925970882934,44961.31667054101,44970.330795635105,981
2025-12-01 13:59:00,44988.00576186417,44992.7424158539,44980.44669420394,44985.18334819367,2305
2025-12-01 14:00:00,44971.86383735906,44980.433895796436,44962.24860695763,44970.81866539501,1080
2025-12-01 14:01:00,44970.94472720143,44973.82978109707,44965.71734659664,44968.60240049228,646
2025-12-01 14:02:00,44972.54749864392,44982.38599222028,44963.775880310044,44973.614373886405,2313
2025-12-01 14:03:00,44977.3306626667,44980.35057196536,44972.929813410316,44975.949722708974,1983
2025-12-01 14:04:00,44974.2009785173,44979.379276841784,44965.1107631434,44970.28906146788,1477
2025-12-01 14:05:00,44971.0204061135,44979.39876903974,44962.26413348194,44970.64249640818,2191
2025-12-01 14:06:00,44964.032154496585,44968.037071947474,44960.832815077796,44964.837732528686,1267
2025-12-01 14:07:00,44961.279138427344,44965.24405603609,44957.445127265484,44961.41004487423,1777
